checklist_id,observer_id,sampling_event_identifier,state_code,locality_id,latitude,longitude,protocol_type,all_species_reported,observation_date,time_observations_started,duration_minutes,effort_distance_km,number_observers,norbob,whiibi,woothr,route_id,bbs,type
S46808945,obs136097,S46808945,US-AL,L7626764,32.1921803,-85.2491435,Stationary,TRUE,2018-06-10,7.1,3,0,1,0,0,1,74,1,test_bbs
S46808947,obs136097,S46808947,US-AL,L5937682,32.1921763,-85.2650772,Stationary,TRUE,2018-06-10,7.25,3,0,1,0,0,0,74,1,test_bbs
S46345606,obs115524,S46345606,US-FL,L5992130,30.9478563,-85.7505226,Stationary,TRUE,2018-05-31,5.233333333333333,3,0,1,0,0,0,38,1,test_bbs
S46188552,obs345677,S46188552,US-AL,L7497970,31.400055,-87.331176,Traveling,TRUE,2018-05-31,12.95,3,0.672,1,0,0,0,NA,0,train
S46206238,obs1105883,S46206238,US-FL,L7450582,30.7772399,-86.5380042,Stationary,TRUE,2018-06-01,7.5,71,0,1,0,0,0,NA,0,train
S46799202,obs18841,S46799202,US-GA,L7624956,31.308741,-84.3344021,Stationary,TRUE,2018-06-25,16.85,5,0,1,0,0,0,NA,0,train
S46799241,obs130801,S46799241,US-AL,L7624970,31.77319,-88.42368,Stationary,TRUE,2018-06-23,9,3,0,1,0,0,0,53,1,test_bbs
S46574479,obs640671,S46574479,US-FL,L7576713,30.377635,-86.022536,Stationary,TRUE,2018-06-14,15.5,60,0,1,0,3,0,NA,0,train
S46609404,obs751369,S46609404,US-VA,L7550346,37.439579,-77.021879,Stationary,TRUE,2018-06-17,10.883333333333333,3,0,3,0,0,0,NA,0,train
S46873671,obs7435,S46873671,US-VA,L7643585,37.767707,-77.017353,Stationary,TRUE,2018-06-29,12.7,6,0,1,0,0,0,NA,0,train
S46736529,obs501840,S46736529,US-GA,L790420,31.3353842,-81.4522934,Traveling,TRUE,2018-06-23,9.05,51,1.169,1,0,0,0,NA,0,train
S46645482,obs18841,S46645482,US-FL,L329887,30.3742173,-84.29205,Stationary,TRUE,2018-06-18,17.416666666666668,3,0,1,0,0,0,NA,0,train
S46669986,obs1019302,S46669986,US-FL,L194615,30.60849,-87.33998,Traveling,TRUE,2018-06-19,19,65,1.609,1,0,0,0,NA,0,train
S46767381,obs651182,S46767381,US-SC,L7618911,32.237836,-80.862017,Stationary,TRUE,2018-06-24,14.816666666666666,1,0,1,0,0,0,NA,0,train
S46195196,obs108909,S46195196,US-SC,L7487072,33.5478214,-79.0214826,Stationary,TRUE,2018-05-31,6.916666666666667,150,0,1,0,0,0,NA,0,train
S46671564,obs100888,S46671564,US-VA,L479543,36.9026512,-76.2848997,Stationary,TRUE,2018-06-19,7.883333333333333,300,0,1,0,0,0,NA,0,train
S46679523,obs1050838,S46679523,US-NC,L7586330,34.336785,-78.067975,Stationary,TRUE,2018-06-09,7.5,120,0,1,0,2,0,NA,0,train
S46137963,obs388241,S46137963,US-NC,L2500690,35.934899,-75.6156564,Stationary,TRUE,2018-05-29,8,30,0,1,0,1,0,NA,0,train
S46141949,obs418133,S46141949,US-SC,L124353,33.5083,-79.0659,Traveling,TRUE,2018-05-29,7.5,180,4.023,1,0,16,0,NA,0,train
S46543171,obs555245,S46543171,US-FL,L2354655,30.4761236,-84.2353427,Traveling,TRUE,2018-06-14,10.316666666666666,12,0.177,1,0,0,0,NA,0,train
S46331840,obs538698,S46331840,US-FL,L1278176,30.1013261,-81.7124033,Traveling,TRUE,2018-06-05,18.75,6,1.08,1,0,0,0,NA,0,train
S46411126,obs751369,S46411126,US-VA,L7542702,37.41672,-77.249125,Stationary,TRUE,2018-06-09,5.766666666666667,1,0,1,0,0,0,NA,0,train
S46604256,obs332911,S46604256,US-FL,L2406332,30.520274,-81.958802,Stationary,TRUE,2018-06-17,6.183333333333334,3,0,1,0,0,0,94,1,test_bbs
S46332751,obs789563,S46332751,US-FL,L7191602,30.396155,-84.225795,Stationary,TRUE,2018-06-05,19.333333333333332,17,0,1,0,0,0,NA,0,train
S46365188,obs452726,S46365188,US-VA,L6829903,36.771683,-76.234761,Traveling,TRUE,2018-06-07,5.233333333333333,11,0.298,1,0,0,0,NA,0,train
S46437652,obs526743,S46437652,US-VA,L764015,37.1413666,-76.6860294,Traveling,TRUE,2018-06-10,5.683333333333334,3,0.274,1,0,0,0,NA,0,train
S46137417,obs230073,S46137417,US-FL,L132806,30.507019,-84.313385,Stationary,TRUE,2018-05-29,15.3,40,0,1,0,0,0,NA,0,train
S46254025,obs115524,S46254025,US-FL,L3076232,30.5536135,-85.5678749,Stationary,TRUE,2018-05-31,15,12,0,1,0,0,0,NA,0,train
S46777137,obs1126372,S46777137,US-NC,L7620821,35.9035637,-75.6441232,Stationary,TRUE,2018-06-09,17,30,0,5,0,0,0,NA,0,train
S46412229,obs344449,S46412229,US-SC,L3977831,32.758529,-79.8483753,Stationary,TRUE,2018-06-09,7.5,19,0,1,0,0,0,NA,0,train
S46414812,obs178860,S46414812,US-GA,L3696632,31.7749,-82.8552,Stationary,TRUE,2018-06-09,9.616666666666667,10,0,1,0,0,0,NA,0,train
S46250369,obs110157,S46250369,US-SC,L7390168,32.476131,-80.672009,Stationary,TRUE,2018-06-02,18.65,94,0,1,0,3,0,NA,0,train
S46728947,obs215915,S46728947,US-FL,L582106,30.5238079,-86.498639,Traveling,TRUE,2018-06-22,7.716666666666667,40,3.38,1,0,0,0,NA,0,train
S46743768,obs197280,S46743768,US-SC,L6936703,32.8978654,-79.911519,Traveling,TRUE,2018-06-23,15.183333333333334,15,0.547,3,0,0,0,NA,0,train
S46872049,obs212296,S46872049,US-LA,L7643211,30.890974,-90.6400204,Stationary,TRUE,2018-06-29,10.416666666666666,4,0,1,0,0,0,NA,0,train
S46849617,obs295637,S46849617,US-SC,L2025528,33.0783812,-80.0105014,Stationary,TRUE,2018-06-28,6.5,5,0,1,0,0,0,NA,0,train
S46815697,obs47214,S46815697,US-FL,L6361530,29.9770871,-81.6932403,Traveling,TRUE,2018-06-25,13.416666666666666,25,1.609,1,0,3,0,NA,0,train
S46570113,obs862326,S46570113,US-NC,L5444640,35.0857557,-77.0454897,Stationary,TRUE,2018-06-15,17.233333333333334,20,0,1,0,0,0,NA,0,train
S46334242,obs585037,S46334242,US-GA,L6245780,31.29163,-81.283663,Stationary,TRUE,2018-06-05,20.3,22,0,1,0,0,0,NA,0,train
S46366475,obs214850,S46366475,US-GA,L1056097,32.4418427,-82.8996992,Traveling,TRUE,2018-06-07,7.366666666666666,30,1.609,1,0,0,0,NA,0,train
S46814609,obs919247,S46814609,US-FL,L464343,30.436686,-84.5370054,Traveling,TRUE,2018-06-26,15.183333333333334,46,1.62,1,0,0,0,NA,0,train
S46377804,obs426648,S46377804,US-SC,L6911291,33.41889,-81.866438,Stationary,TRUE,2018-06-07,10.066666666666666,5,0,2,0,0,0,NA,0,train
S46608911,obs157963,S46608911,US-AL,L3311234,30.5421562,-87.7994514,Traveling,TRUE,2018-06-17,7.75,108,1.416,1,5,0,0,NA,0,train
S46765517,obs215649,S46765517,US-AL,L4788411,32.9265766,-87.4186495,Stationary,TRUE,2018-06-24,7.716666666666667,6,0,1,0,0,0,NA,0,train
S46540859,obs625977,S46540859,US-FL,L2080812,30.2945723,-81.7075109,Traveling,TRUE,2018-06-14,10.083333333333334,33,1.931,1,0,0,0,NA,0,train
S46636910,obs501840,S46636910,US-GA,L7494046,31.170579,-81.472406,Traveling,TRUE,2018-06-18,12.05,4,0.183,1,0,0,0,NA,0,train
S46094223,obs838228,S46094223,US-SC,L7226512,33.1852854,-79.9714404,Stationary,TRUE,2018-05-28,8.5,60,0,1,0,0,0,NA,0,train
S46344060,obs501840,S46344060,US-GA,L7392995,31.1924106,-81.4674962,Traveling,TRUE,2018-06-06,7.833333333333333,38,1.272,1,0,0,0,NA,0,train
S46366471,obs344449,S46366471,US-SC,L3977831,32.758529,-79.8483753,Stationary,TRUE,2018-06-07,7.9,15,0,1,0,0,0,NA,0,train
S46308566,obs18841,S46308566,US-GA,L7521087,31.0902847,-84.6787548,Stationary,TRUE,2018-06-04,14.583333333333334,2,0,1,0,0,0,NA,0,train
S46186400,obs491658,S46186400,US-SC,L160386,33.651863,-79.10087,Traveling,TRUE,2018-05-31,9.383333333333333,58,4.828,1,0,0,0,NA,0,train
S46367005,obs568809,S46367005,US-SC,L4677159,32.610798,-80.137418,Traveling,TRUE,2018-06-07,8.466666666666667,14,0.217,1,0,1,0,NA,0,train
S46342852,obs344449,S46342852,US-SC,L3977831,32.758529,-79.8483753,Stationary,TRUE,2018-06-06,6.633333333333333,10,0,1,0,0,0,NA,0,train
S46564746,obs321700,S46564746,US-SC,L955750,32.8353179,-79.7163677,Stationary,TRUE,2018-06-09,16,60,0,1,0,0,0,NA,0,train
S46773726,obs547676,S46773726,US-NC,L5443722,35.7447945,-77.6702721,Stationary,TRUE,2018-06-09,8.216666666666667,3,0,1,0,0,0,106,1,test_bbs
S46808882,obs136097,S46808882,US-AL,L4702671,32.1889139,-88.2694486,Stationary,TRUE,2018-06-08,6.316666666666666,3,0,1,0,0,1,73,1,test_bbs
S46808885,obs136097,S46808885,US-AL,L4702674,32.2078863,-88.2653664,Stationary,TRUE,2018-06-08,6.583333333333333,3,0,1,0,0,2,73,1,test_bbs
S46808888,obs136097,S46808888,US-AL,L4702677,32.226194,-88.273747,Stationary,TRUE,2018-06-08,6.85,3,0,1,0,0,0,73,1,test_bbs
S46808917,obs136097,S46808917,US-AL,L4702691,32.420608,-88.2686923,Stationary,TRUE,2018-06-08,9.4,3,0,1,0,0,0,73,1,test_bbs
S46413319,obs1105883,S46413319,US-FL,L7450582,30.7772399,-86.5380042,Stationary,TRUE,2018-06-09,7.25,43,0,1,0,0,0,NA,0,train
S46561295,obs427571,S46561295,US-NC,L860027,36.2615078,-75.7911479,Traveling,TRUE,2018-06-15,9.916666666666666,26,1.44,2,0,0,0,NA,0,train
S46569522,obs761794,S46569522,US-SC,L7575733,33.210558,-79.981889,Stationary,TRUE,2018-06-15,17.066666666666666,5,0,1,0,0,0,NA,0,train
S46554639,obs431606,S46554639,US-MS,L7537160,30.3454478,-88.5243559,Traveling,TRUE,2018-06-13,10.916666666666666,5,0.644,1,0,0,0,NA,0,train
S46091582,obs33814,S46091582,US-VA,L4536526,36.5826339,-76.0368989,Traveling,TRUE,2018-05-28,7.566666666666666,57,1.239,1,0,0,0,NA,0,train
S46571395,obs47214,S46571395,US-FL,L1304842,30.0488878,-81.7957878,Traveling,TRUE,2018-06-15,17.166666666666668,30,1.609,1,0,0,0,NA,0,train
S46571496,obs548917,S46571496,US-NC,L7576100,35.540463,-77.696996,Stationary,TRUE,2018-06-15,9.816666666666666,6,0,1,0,0,0,NA,0,train
S46885269,obs900325,S46885269,US-NC,L6458416,35.3870995,-77.2898,Stationary,TRUE,2018-06-29,16.5,20,0,1,0,0,0,NA,0,train
S46562373,obs22878,S46562373,US-SC,L836007,33.5127297,-81.9736934,Stationary,TRUE,2018-06-15,8.85,144,0,1,0,0,0,NA,0,train
S46345616,obs115524,S46345616,US-FL,L5889569,30.946971,-85.829537,Stationary,TRUE,2018-05-31,6.066666666666666,3,0,1,0,0,0,38,1,test_bbs
S46523320,obs47214,S46523320,US-FL,L2336524,29.9115701,-81.7903805,Traveling,TRUE,2018-06-13,11.833333333333334,10,1.609,1,0,0,0,NA,0,train
S46694611,obs277612,S46694611,US-NC,L2782215,35.7305583,-77.8902555,Traveling,TRUE,2018-06-19,6.15,61,0.966,1,0,0,0,NA,0,train
S46772822,obs235779,S46772822,US-MS,L274955,30.4630494,-88.4379474,Stationary,TRUE,2018-06-08,12.516666666666667,10,0,1,0,0,0,NA,0,train
S46343432,obs953252,S46343432,US-SC,L275683,33.6525976,-78.9268545,Traveling,TRUE,2018-06-05,8.5,60,2.414,2,0,0,0,NA,0,train
S46808975,obs136097,S46808975,US-AL,L4692164,31.15571,-85.174083,Stationary,TRUE,2018-05-31,7.116666666666666,3,0,1,0,0,0,70,1,test_bbs
S46808978,obs136097,S46808978,US-AL,L4692167,31.176912,-85.181159,Stationary,TRUE,2018-05-31,7.383333333333334,3,0,1,0,0,0,70,1,test_bbs
S46808982,obs136097,S46808982,US-AL,L4692170,31.20051,-85.170356,Stationary,TRUE,2018-05-31,7.733333333333333,3,0,1,0,0,0,70,1,test_bbs
S46809005,obs136097,S46809005,US-AL,L5937701,32.2313128,-85.3951638,Stationary,TRUE,2018-06-10,8.716666666666667,3,0,1,0,0,0,74,1,test_bbs
S46828748,obs119760,S46828748,US-NC,L130756,35.1471875,-79.3689895,Stationary,TRUE,2018-06-27,8.683333333333334,110,0,1,0,0,0,NA,0,train
S46593469,obs949900,S46593469,US-MS,L6584605,31.418469,-90.587437,Traveling,TRUE,2018-06-16,15.583333333333334,41,0.81,1,0,0,0,NA,0,train
S46697290,obs338053,S46697290,US-VA,L417475,38.0173645,-76.8826246,Traveling,TRUE,2018-06-21,7.166666666666667,130,3.219,2,0,0,0,NA,0,train
S46606288,obs332911,S46606288,US-FL,L2406056,30.554167,-81.901016,Stationary,TRUE,2018-06-17,8.366666666666667,3,0,1,0,0,0,94,1,test_bbs
S46735996,obs853274,S46735996,US-VA,L1990251,36.903226,-76.0994303,Traveling,TRUE,2018-06-23,6.533333333333333,110,1.207,2,0,0,0,NA,0,train
S46766433,obs290215,S46766433,US-AL,L4788069,32.9219142,-87.4315903,Stationary,TRUE,2018-06-24,8.883333333333333,6,0,1,0,0,0,NA,0,train
S46142058,obs265589,S46142058,US-SC,L5987944,32.805357,-80.0851929,Stationary,TRUE,2018-05-29,18.333333333333332,60,0,1,0,0,0,NA,0,train
S46667111,obs377523,S46667111,US-NC,L1957878,35.5814845,-78.8389367,Stationary,TRUE,2018-06-19,6,15,0,1,0,0,0,NA,0,train
S46664027,obs585951,S46664027,US-NC,L792246,35.6264831,-77.361517,Traveling,TRUE,2018-06-16,6.716666666666667,130,3.862,1,0,0,0,NA,0,train
S46829666,obs215649,S46829666,US-AL,L4791444,32.9617212,-87.4315376,Stationary,TRUE,2018-06-26,8.533333333333333,6,0,1,0,0,0,NA,0,train
S46647302,obs108468,S46647302,US-AL,L605541,30.7235243,-88.0339172,Stationary,TRUE,2018-06-18,19.283333333333335,65,0,2,0,9,0,NA,0,train
S46445019,obs548917,S46445019,US-NC,L6778778,35.156836,-78.456114,Traveling,TRUE,2018-06-10,11.333333333333334,50,0.34,1,0,0,0,NA,0,train
S46617956,obs35725,S46617956,US-AL,L463276,32.3978183,-85.9393555,Traveling,TRUE,2018-06-17,15.216666666666667,21,0.651,1,0,0,0,NA,0,train
S46377909,obs426648,S46377909,US-SC,L6912453,33.42709,-81.7824,Stationary,TRUE,2018-06-07,10.35,5,0,2,0,0,0,NA,0,train
S46370472,obs448977,S46370472,US-TN,L7532980,35.055906,-89.774584,Traveling,TRUE,2018-06-06,13.3,90,1.609,1,0,0,0,NA,0,train
S46449257,obs172983,S46449257,US-AL,L7551486,33.12535,-87.85365,Stationary,TRUE,2018-06-10,8,5,0,2,0,0,0,NA,0,train
S46656614,obs625977,S46656614,US-FL,L3981157,30.3065218,-81.6957736,Stationary,TRUE,2018-06-19,10.916666666666666,6,0,1,0,0,0,NA,0,train
S46080703,obs295842,S46080703,US-SC,L124353,33.5083,-79.0659,Traveling,TRUE,2018-05-27,15.5,90,0.402,1,0,0,0,NA,0,train
S46126179,obs431606,S46126179,US-MS,L3213423,30.3520365,-88.508411,Traveling,TRUE,2018-05-27,14.333333333333334,10,1.609,1,0,0,0,NA,0,train
S46111220,obs428519,S46111220,US-AL,L4910685,31.1888266,-85.241259,Stationary,TRUE,2018-05-28,6.5,150,0,1,0,0,0,NA,0,train
S46365975,obs228627,S46365975,US-GA,L6215171,33.2689624,-81.9430213,Stationary,TRUE,2018-06-07,6.783333333333333,46,0,1,0,0,0,NA,0,train
S46414661,obs735907,S46414661,US-VA,L718439,36.6207,-75.894,Traveling,TRUE,2018-06-09,9.833333333333334,9,0.214,2,0,0,0,NA,0,train
S46442196,obs857154,S46442196,US-MS,L7525918,30.884356,-89.2343208,Traveling,TRUE,2018-06-10,8.283333333333333,64,1.287,2,0,0,0,NA,0,train
S46416445,obs708044,S46416445,US-SC,L7543903,33.514801,-79.049078,Stationary,TRUE,2018-06-09,7.666666666666667,140,0,1,0,0,0,NA,0,train
S46418981,obs3546,S46418981,US-MS,L5459858,30.4576357,-88.9400339,Traveling,TRUE,2018-06-09,8.5,90,1.609,2,0,0,0,NA,0,train
S46875577,obs665305,S46875577,US-AL,L2521696,32.350288,-86.0243332,Traveling,TRUE,2018-06-29,13.016666666666667,34,3.757,1,0,0,0,NA,0,train
S46093824,obs21911,S46093824,US-GA,L142571,30.7524487,-81.6096854,Stationary,TRUE,2018-05-28,7.433333333333334,60,0,2,0,0,0,NA,0,train
S46441543,obs555245,S46441543,US-FL,L3214592,30.4729585,-84.2294007,Traveling,TRUE,2018-06-10,9.183333333333334,24,0.161,1,0,0,0,NA,0,train
S46377925,obs172983,S46377925,US-AL,L7534399,32.8160784,-87.9499876,Traveling,TRUE,2018-06-07,8.833333333333334,32,1.127,2,1,0,0,NA,0,train
S46082315,obs1061619,S46082315,US-NC,L7479169,35.0314551,-77.0111293,Stationary,TRUE,2018-05-27,19.833333333333332,20,0,1,0,0,0,NA,0,train
S46367975,obs927591,S46367975,US-FL,L5916086,30.146327,-81.861465,Stationary,TRUE,2018-06-07,7,156,0,1,0,0,0,NA,0,train
S46681788,obs755612,S46681788,US-NC,L1609461,33.9119141,-78.3205068,Traveling,TRUE,2018-06-20,14.1,99,2.414,1,0,0,0,NA,0,train
S46147836,obs1109946,S46147836,US-AL,L7490748,32.385466,-86.158671,Stationary,TRUE,2018-05-29,0.7833333333333333,6,0,1,1,0,0,NA,0,train
S46696378,obs288444,S46696378,US-GA,L7603158,31.952198,-84.080852,Stationary,TRUE,2018-06-20,7.883333333333333,10,0,1,0,2,0,NA,0,train
S46552137,obs18841,S46552137,US-FL,L1022737,30.1091366,-84.3995208,Stationary,TRUE,2018-06-14,15.783333333333333,35,0,1,0,0,0,NA,0,train
S46808969,obs136097,S46808969,US-AL,L4692156,31.1114687,-85.1728715,Stationary,TRUE,2018-05-31,6.516666666666667,3,0,1,0,0,0,70,1,test_bbs
S46808971,obs136097,S46808971,US-AL,L4692158,31.1247941,-85.1726783,Stationary,TRUE,2018-05-31,6.683333333333334,3,0,1,0,0,0,70,1,test_bbs
S46808972,obs136097,S46808972,US-AL,L4692159,31.1308282,-85.1745287,Stationary,TRUE,2018-05-31,6.766666666666667,3,0,1,2,0,0,70,1,test_bbs
S46808983,obs136097,S46808983,US-AL,L4692171,31.208095,-85.167887,Stationary,TRUE,2018-05-31,7.816666666666666,3,0,1,0,0,0,70,1,test_bbs
S46808992,obs136097,S46808992,US-AL,L4692178,31.2699816,-85.1490063,Stationary,TRUE,2018-05-31,8.7,3,0,1,0,0,0,70,1,test_bbs
S46809004,obs136097,S46809004,US-AL,L5937700,32.2274801,-85.3882744,Stationary,TRUE,2018-06-10,8.633333333333333,3,0,1,0,0,0,74,1,test_bbs
S46809007,obs136097,S46809007,US-AL,L5937706,32.2381264,-85.4095811,Stationary,TRUE,2018-06-10,8.883333333333333,3,0,1,0,0,0,74,1,test_bbs
S46428116,obs91086,S46428116,US-MS,L7546653,31.904798,-89.01401,Stationary,TRUE,2018-06-09,17.566666666666666,5,0,1,0,0,0,NA,0,train
S46427315,obs494342,S46427315,US-SC,L5426633,32.5398785,-80.2599744,Stationary,TRUE,2018-06-08,9.05,5,0,5,0,0,0,NA,0,train
S46356275,obs252136,S46356275,US-SC,L1130866,32.7434646,-79.9136066,Stationary,TRUE,2018-06-06,17.333333333333332,44,0,2,0,0,0,NA,0,train
S46438944,obs130964,S46438944,US-NC,L3366229,36.1313072,-75.7420635,Stationary,TRUE,2018-06-10,6.666666666666667,21,0,1,0,0,0,NA,0,train
S46729457,obs136097,S46729457,US-AL,L7610290,32.622364,-87.667586,Traveling,TRUE,2018-06-22,18.116666666666667,29,0.644,1,0,0,0,NA,0,train
S37314020,obs136097,S37314020,US-AL,L4692166,31.167517,-85.181294,Stationary,TRUE,2017-05-25,7.183333333333334,3,0,1,0,0,0,60,1,other
S37314025,obs136097,S37314025,US-AL,L4692168,31.183082,-85.181149,Stationary,TRUE,2017-05-25,7.35,3,0,1,2,0,0,60,1,other
S37314027,obs136097,S37314027,US-AL,L4692174,31.248565,-85.168718,Stationary,TRUE,2017-05-25,8.166666666666666,3,0,1,0,0,0,60,1,other
S37314031,obs136097,S37314031,US-AL,L4692177,31.265673,-85.156404,Stationary,TRUE,2017-05-25,8.416666666666666,3,0,1,0,0,0,60,1,other
S46412566,obs288731,S46412566,US-FL,L4981912,30.267929,-85.963126,Stationary,TRUE,2018-06-09,5.933333333333334,75,0,1,0,0,0,NA,0,train
S46581401,obs298046,S46581401,US-VA,L5444857,37.4991847,-77.0439917,Stationary,TRUE,2018-06-16,8.9,6,0,1,0,0,0,NA,0,train
S46809009,obs136097,S46809009,US-AL,L5937708,32.2261489,-85.426706,Stationary,TRUE,2018-06-10,9.05,3,0,1,0,0,0,74,1,test_bbs
S46809011,obs136097,S46809011,US-AL,L4692193,31.0151916,-85.2085418,Stationary,TRUE,2018-05-31,5.2,3,0,1,0,0,0,70,1,test_bbs
S46809013,obs136097,S46809013,US-AL,L4695423,32.3139132,-87.4927082,Stationary,TRUE,2018-06-07,8.416666666666666,3,0,1,0,0,0,72,1,test_bbs
S46809018,obs136097,S46809018,US-AL,L4695425,32.32625,-87.5009189,Stationary,TRUE,2018-06-07,8.583333333333334,3,0,1,0,0,0,72,1,test_bbs
S46809024,obs136097,S46809024,US-AL,L4695431,32.3651177,-87.524262,Stationary,TRUE,2018-06-07,9.1,3,0,1,0,0,0,72,1,test_bbs
S46809028,obs136097,S46809028,US-AL,L4695436,32.38696,-87.5154084,Stationary,TRUE,2018-06-07,9.45,3,0,1,0,0,0,72,1,test_bbs
S46809034,obs136097,S46809034,US-AL,L4704309,32.4125483,-87.5468299,Stationary,TRUE,2018-06-12,5.316666666666666,3,0,1,0,0,0,75,1,test_bbs
S46809035,obs136097,S46809035,US-AL,L4704310,32.4104037,-87.5549105,Stationary,TRUE,2018-06-12,5.4,3,0,1,0,0,0,75,1,test_bbs
S46809037,obs136097,S46809037,US-AL,L4704312,32.4030761,-87.5671157,Stationary,TRUE,2018-06-12,5.583333333333333,3,0,1,0,0,0,75,1,test_bbs
S46809042,obs136097,S46809042,US-AL,L4704317,32.4231937,-87.584939,Stationary,TRUE,2018-06-12,6.016666666666667,3,0,1,0,0,0,75,1,test_bbs
S46828793,obs236938,S46828793,US-AL,L713205,30.6655138,-87.9324138,Stationary,TRUE,2018-06-27,9.066666666666666,45,0,1,0,0,0,NA,0,train
S46829818,obs345677,S46829818,US-GA,L7630988,33.112779,-82.980148,Traveling,TRUE,2018-06-27,11.983333333333333,14,0.768,1,0,0,0,NA,0,train
S46142540,obs977037,S46142540,US-TN,L6563453,35.061819,-88.535067,Stationary,TRUE,2018-05-29,18.066666666666666,9,0,1,0,0,0,NA,0,train
S46332070,obs743806,S46332070,US-MS,L280414,32.3660113,-90.8383552,Traveling,TRUE,2018-06-05,16.65,74,1.066,1,0,0,1,NA,0,train
S46624312,obs127114,S46624312,US-GA,L7588170,31.274588,-81.907924,Stationary,TRUE,2018-06-17,8.95,3,0,1,0,0,0,50,1,test_bbs
S46590747,obs366395,S46590747,US-VA,L718307,36.672127,-75.915661,Traveling,TRUE,2018-06-16,6,120,4.828,1,1,0,0,NA,0,train
S45729738,obs440760,S45729738,US-VA,L736979,37.2449516,-77.3877811,Traveling,TRUE,2018-05-16,9,30,0.402,1,0,0,0,NA,0,train
S46590877,obs665931,S46590877,US-SC,L7580543,32.295807,-80.97295,Traveling,TRUE,2018-06-16,8.316666666666666,93,3.848,1,0,0,0,NA,0,train
S46290907,obs934378,S46290907,US-TN,L6550133,35.1685202,-89.8515337,Stationary,TRUE,2018-06-03,8.166666666666666,15,0,1,0,0,0,NA,0,train
S46754737,obs927663,S46754737,US-MS,L4845661,33.2626228,-88.7790075,Traveling,TRUE,2018-06-23,11,48,0.805,2,0,7,0,NA,0,train
S46039436,obs997824,S46039436,US-SC,L7470405,32.249168,-80.7307572,Stationary,TRUE,2018-05-26,12.6,57,0,1,0,0,0,NA,0,train
S46179356,obs94002,S46179356,US-GA,L7421791,32.508644,-84.909492,Traveling,TRUE,2018-05-31,7.433333333333334,45,1.931,1,0,0,0,NA,0,train
S46043682,obs297988,S46043682,US-SC,L7471292,32.791809,-80.197949,Traveling,TRUE,2018-05-26,12.416666666666666,141,2.575,2,0,0,0,NA,0,train
S46435844,obs443074,S46435844,US-AL,L2530501,30.6392782,-87.881071,Stationary,TRUE,2018-06-09,15.75,40,0,1,0,0,0,NA,0,train
S37311566,obs139202,S37311566,US-GA,L3660462,31.911593,-83.3946338,Stationary,TRUE,2017-05-29,5.983333333333333,3,0,3,0,0,0,76,1,other
S46789132,obs1003879,S46789132,US-SC,L6997332,32.38677,-80.57888,Stationary,TRUE,2018-06-15,9.833333333333334,5,0,2,0,0,0,NA,0,train
S46809019,obs136097,S46809019,US-AL,L4695426,32.3319666,-87.5056266,Stationary,TRUE,2018-06-07,8.666666666666666,3,0,1,0,0,0,72,1,test_bbs
S46809033,obs136097,S46809033,US-AL,L4704307,32.4128296,-87.5381546,Stationary,TRUE,2018-06-12,5.233333333333333,3,0,1,0,0,0,75,1,test_bbs
S46817921,obs211084,S46817921,US-GA,L1407260,33.3195505,-82.0059612,Stationary,TRUE,2018-06-26,17.9,48,0,1,0,0,0,NA,0,train
S46686559,obs211084,S46686559,US-GA,L1407260,33.3195505,-82.0059612,Traveling,TRUE,2018-06-20,18.7,46,0.354,1,0,0,0,NA,0,train
S46569325,obs121418,S46569325,US-FL,L7575693,30.4044146,-86.6177703,Traveling,TRUE,2018-06-15,15.566666666666666,25,4.104,1,0,0,0,NA,0,train
S46808973,obs136097,S46808973,US-AL,L4692162,31.1446832,-85.1770551,Stationary,TRUE,2018-05-31,6.95,3,0,1,0,0,0,70,1,test_bbs
S46808976,obs136097,S46808976,US-AL,L4692165,31.1607488,-85.1770917,Stationary,TRUE,2018-05-31,7.216666666666667,3,0,1,0,0,0,70,1,test_bbs
S46808981,obs136097,S46808981,US-AL,L4692169,31.194936,-85.176313,Stationary,TRUE,2018-05-31,7.65,3,0,1,0,0,0,70,1,test_bbs
S46808984,obs136097,S46808984,US-AL,L4692172,31.2150476,-85.1676557,Stationary,TRUE,2018-05-31,7.916666666666667,3,0,1,0,0,0,70,1,test_bbs
S46808990,obs136097,S46808990,US-AL,L4692176,31.26148,-85.162619,Stationary,TRUE,2018-05-31,8.516666666666667,3,0,1,0,0,0,70,1,test_bbs
S46808999,obs136097,S46808999,US-AL,L5937704,32.210728,-85.3584473,Stationary,TRUE,2018-06-10,8.233333333333333,3,0,1,0,0,0,74,1,test_bbs
S46849944,obs1122308,S46849944,US-GA,L7577074,32.44059,-81.835617,Stationary,TRUE,2018-06-28,7.283333333333333,90,0,1,0,0,0,NA,0,train
S46828997,obs200618,S46828997,US-NC,L7630805,33.915025,-78.13112,Traveling,TRUE,2018-06-27,11.1,20,0.472,1,0,4,0,NA,0,train
S46695666,obs1122308,S46695666,US-GA,L7577074,32.44059,-81.835617,Traveling,TRUE,2018-06-21,7.866666666666667,102,0.974,1,0,0,0,NA,0,train
S46809014,obs136097,S46809014,US-AL,L4695424,32.3206459,-87.4973703,Stationary,TRUE,2018-06-07,8.5,3,0,1,0,0,0,72,1,test_bbs
